Date,ID,Tweets,Party
Sun Nov 04 07:56:28 +0000 2018,CindyStuart15,RT @yoforti: @realBethNeale @GartrellLinda @realDonaldTrump @claudiatenney @Team_Tenney @NYRepubTweets Hoping Tenney wins. Praying that Far…,
Sun Nov 04 07:45:54 +0000 2018,LovToRideMyTrek,RT @Avenger2Toxic: EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Weinstein…,
Sun Nov 04 07:17:18 +0000 2018,gregghoulden,"RT @Conservatexian: New post: ""EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harv…",
Sun Nov 04 07:11:23 +0000 2018,thebitchet,"@stuartitter @cd_hooks Gillibrand did all that? Wow, maybe she should be Senate Majority Leader.

Also it wasn't ju… https://t.co/hS4niMjSer",
Sun Nov 04 07:08:45 +0000 2018,Conservatexian,"New post: ""EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime… https://t.co/SJvmzjo5Go",
Sun Nov 04 07:04:46 +0000 2018,FrederickEdenb1,"RT @fud31: “looks like NY Dems got the message:civil out, thugs in. To my knowledge,no Dem denounced violent attack on Republican hdqts com…",
Sun Nov 04 06:27:11 +0000 2018,PolizziThomas,NY. Vote Chele Farley fir senate. She will keep NY from being a sanctuary state. Vote scumbag Kristen Gillibrand ou… https://t.co/4GsJiTLPeM,
Sun Nov 04 06:23:15 +0000 2018,dianeschmid9,David Axelrod: Democrats Are Walking Into Trump’s Trap - POLITICO Magazine https://t.co/OMU0sVpVeB,
Sun Nov 04 06:12:51 +0000 2018,ZNEWSNET,"EXCLUSIVE: OPPONENT CHELE FARLEY DEMANDS SEN. KIRSTEN GILLIBRAND RETURN MONEY FROM FIRM LED BY

New York Republican… https://t.co/mNpUBh43C7",
Sun Nov 04 06:09:54 +0000 2018,IssaHaddad_,@JohnKDelaney You're as well known as Harris and Gillibrand?? That's not saying much. Come back when you're as well… https://t.co/xEmbZxUrkP,
Sun Nov 04 06:08:51 +0000 2018,michaelbrandell,"RT @JohnnyB371: ""Another Gillibrand no-show. When it comes to standing up for New Yorkers here on Long Island or elsewhere around the state…",
Sun Nov 04 05:59:42 +0000 2018,Dave_Freeze,"RT @Dave_Freeze: Senator Gillibrand used to be normal Democratic Senator, lately she flip-flopped on every issue and became friends with le…",
Sun Nov 04 05:54:04 +0000 2018,JLarryHanna,@vmax17mag Like here in NY. I've been voting against Sen Schumer &amp; Sen Gillibrand since forever &amp; they just don't g… https://t.co/oKZ1Qo8e9N,
Sun Nov 04 05:50:07 +0000 2018,marvinbarnes1,RT @marvinbarnes1: Devils try preaching to the choir  https://t.co/WEq5uMnI46,
Sun Nov 04 05:38:44 +0000 2018,Orphan,"""last year, in the midst of the #Metoo reckoning, Senator Kirsten Gillibrand criticized Al Franken after he was acc… https://t.co/jN0hi00Sfc",
Sun Nov 04 05:37:20 +0000 2018,DariusVolket,"RT @Surehanded_1: @DeborahDiltz @girl4_trump @DariusVolket @RefugeeWatcher The U.N. is a bigger waste than Cuomo, de Blasio, Gillibrand and…",
Sun Nov 04 05:25:27 +0000 2018,Surehanded_1,"@DeborahDiltz @girl4_trump @DariusVolket @RefugeeWatcher The U.N. is a bigger waste than Cuomo, de Blasio, Gillibra… https://t.co/BrVDo86b9m",
Sun Nov 04 05:25:26 +0000 2018,JothikaN,@LevineTrish @RWPUSA @kenmartin73 Franken was pretty much mowed down by #Gillibrand in her mad rush to the 2020… https://t.co/Hnc5s6iVHL,
Sun Nov 04 05:10:18 +0000 2018,dylanodea25,@Malangas Can Gillibrand just go away? This is NY we are talking about though.,
Sun Nov 04 05:04:08 +0000 2018,iamIT4life,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/0p1GukPwh2,
Sun Nov 04 04:41:48 +0000 2018,Emmita17E,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/E59o4wiz8Z,
Sun Nov 04 04:22:18 +0000 2018,MichaelStockwe6,"@EndTrumpsLies @SenGillibrand I'm not a bot, but I am a constituent of Gillibrand.  Your comment is the typical, an… https://t.co/yROsLlrGwB",
Sun Nov 04 04:14:10 +0000 2018,pshill2010,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/LT7S0xrJW4,
Sun Nov 04 03:56:44 +0000 2018,NoMorePolitical,RT @NoMorePolitical: EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Weinste…,
Sun Nov 04 03:50:55 +0000 2018,socalred14,"RT @HikindDov: Where did this story go?  &gt; Dov Hikind a Democratic Jew said Today he is shocked   
FOR SHAME: Senator Gillibrand Insults Or…",
Sun Nov 04 03:44:51 +0000 2018,shillelagh1,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/NW1rJc4ZFa,
