Date,ID,Tweet,Party
Fri Nov 02 15:51:17 +0000 2018,bbellafiore,"@SquarePegDem @NYDailyNews @NYSenate @SenGianaris @AndreaSCousins @SenFlanagan Yes, hard to figure out! It’s like… https://t.co/QqNagvtAvH",dem
Fri Nov 02 15:44:37 +0000 2018,SquarePegDem,"@KevinTshirt @NYDailyNews @NYSenate @SenGianaris @AndreaSCousins @SenFlanagan Perhaps, a reference to competent lea… https://t.co/3n6QNobnLA",dem
Fri Nov 02 15:39:30 +0000 2018,SquarePegDem,"@bbellafiore @NYDailyNews @NYSenate @SenGianaris @AndreaSCousins @SenFlanagan Perhaps, that Gianaris is NYC-based (… https://t.co/x20UzQY79m",dem
Fri Nov 02 15:17:11 +0000 2018,YanceyRoy,"RT @SquarePegDem: Am I the only one surprised at the @NYDailyNews print edition illustrating the DEM-GOP battle (""Showdown in the Senate"")…",ind
Fri Nov 02 15:09:40 +0000 2018,bbellafiore,@SquarePegDem @NYDailyNews @NYSenate @SenGianaris @AndreaSCousins @SenFlanagan You have a theory why?,ind
Fri Nov 02 15:05:33 +0000 2018,jonhLEGEND10,"RT @johnlegend: This is a must-read on #MassBailOut efforts. @NYGovCuomo and @NYSenate, I urge you to #EndMoneyBail for once and for all. h…",dem
Fri Nov 02 15:01:56 +0000 2018,KevinTshirt,@SquarePegDem @NYDailyNews @NYSenate @SenGianaris @AndreaSCousins @SenFlanagan Why do they say “first time in decad… https://t.co/IVjElpcGmM,dem
Fri Nov 02 15:00:01 +0000 2018,TUCapCon,The @recordonline's @ChrisMcKenna845 joined the #podcast to breakdown the Hudson Valley #nysenate race between… https://t.co/x0GQBDFmVm,ind
Fri Nov 02 14:59:53 +0000 2018,glaserface,@AllAboutFi @ryedth @NYSenate tea!,ind
Fri Nov 02 14:55:42 +0000 2018,jayru234,@NYSenate @NYSenateDems @nysenategop @NYSenateTech @WhiteHouse @SenateGOP @SenateDems @SenateFloor @SebGorka… https://t.co/RDeASpeXjP,ind
Fri Nov 02 14:52:55 +0000 2018,SenatorOMara,"Proud to join sponsor @SenatorSeward, @reviveruralny and other advocates and supporters to urge @NYGovCuomo to sign… https://t.co/PsqZ5PKp3o",dem
Fri Nov 02 14:47:42 +0000 2018,clairstines1,RT @FreeTheKingsNOW: FREE THE KINGS @NYCSpeakerCoJo @PCA_NY @NYCCouncil @ACSNYC @NYCMayor @jeffsessions_ @NewYorker @NYSenate @NYGovCuomo @…,ind
Fri Nov 02 14:42:56 +0000 2018,SquarePegDem,"Am I the only one surprised at the @NYDailyNews print edition illustrating the DEM-GOP battle (""Showdown in the Sen… https://t.co/GYNQ8NvN76",ind
Fri Nov 02 14:34:19 +0000 2018,poozer87,#NYsenate GOP statement on @NY1 story about past criminal complaints against two @NYSenDems candidates on Long Isla… https://t.co/sr9UssGoZL,ind
Fri Nov 02 14:27:05 +0000 2018,AG2000000,Last #FollowFriday before the #elections . #VoteRed #Republican for these individuals running for the #NYSenate :… https://t.co/Dcw2UH3Wng,rep
Fri Nov 02 14:23:12 +0000 2018,AllAboutFi,@glaserface @ryedth Adding this to the list of reasons I need @NYSenate to stop being obstructionists on early voting!,ind
Fri Nov 02 14:07:54 +0000 2018,RagingRebelUSA,@VSol74 @krassenstein @realDonaldTrump https://t.co/qtUEgc1ZBc here’s some research for you to read. Just because y… https://t.co/EHUcNKAFwJ,dem
Fri Nov 02 14:00:01 +0000 2018,TUCapCon,The Long Island #NYsenate race between @Senator98 and @Gaughran4Senate is profiled with the help of @newsdaybrand. https://t.co/lcXla93XtU,ind
Fri Nov 02 12:45:01 +0000 2018,TUCapCon,"Latest #podcast episode explore the competitive races for the #NYSenate with @ChrisMcKenna845, @newsdaybrand,… https://t.co/GEOrCFtoTX",ind
Fri Nov 02 12:25:04 +0000 2018,LIProgress,Flip Flip Flip! We believe that John Brooks will be crucial in representing Long Island. #letsvote #Election2018… https://t.co/GONprPI9UP,dem
Fri Nov 02 11:41:08 +0000 2018,nysutEVP,"RT @brianasmithnews: Less than a week until voters head to the polls! 

Labor leaders and union advocates are endorsing John Mannion for @N…",dem
Fri Nov 02 11:22:13 +0000 2018,mom2macmjc,RT @KathyHochul: Great to be back with the @SchenectadyDems who are fired up to turn our @NYSenate from red to blue &amp; elect Dems across the…,dem
Fri Nov 02 09:30:59 +0000 2018,Brian_Tourville,@POTUS @WHPRESSCORPS @ABC @CBSNEWS @NBCNEWS @NPR @CNN @PBS @FOXNEWS @MSNBC @NYSENATE Opinion | Be Outraged by Ameri… https://t.co/uRh9N912bw,ind
Fri Nov 02 09:15:38 +0000 2018,Brian_Tourville,@dnc @dscc @dccc @dncpress @nygovcuomo @nysenate @cbsnewyork @nbcnewyork @msnbc @npr @pbs Don't Encourage Ms. Unsta… https://t.co/gAzDwVCaE5,dem
Fri Nov 02 03:55:47 +0000 2018,trignomes,"@dr_gigster @crowez45 @Joyce_Karam Check this out.  Although ny doesn't allow welfare to illegals, they do in fact… https://t.co/44Y9b5JWlz",ind
Fri Nov 02 03:54:07 +0000 2018,LibertarianSome,@ArbyDiane @marcmolinaro @NYGovCuomo @CNN @SenSchumer @SenGillibrand @POTUS @SenateGOP @HouseGOP @FoxNews @WSJ… https://t.co/GNaxgwGcVj,ind
Fri Nov 02 02:26:26 +0000 2018,spuleckicrna,RT @NYSANA_: Join NYSANA @NYSANA_ in fighting Opioid Crisis @NYGovCuomo @NYSA_Majority @NYSenate https://t.co/T26NGsQWfe,dem
Fri Nov 02 02:20:14 +0000 2018,OG_JOHNSON84,"#Watch #Listen #Learn #Retweet &amp; #VoteGreen and Donate Green! @SPECNewsAlbany @CBS6Albany Also,Make sure to Vote fo… https://t.co/9LGuf7uMCE",ind
Fri Nov 02 02:00:48 +0000 2018,KathyHochul,Great to be back with the @SchenectadyDems who are fired up to turn our @NYSenate from red to blue &amp; elect Dems acr… https://t.co/blBurECH3a,dem
