Date,ID,Tweets,Party
Mon Nov 05 14:44:35 +0000 2018,Tara_Mckelvey,"A new Axios poll, reports @khart, shows that Kirsten Gillibrand – and a bunch of other women too – would beat Trump… https://t.co/W1xEXSlseV",dem
Mon Nov 05 14:43:09 +0000 2018,sq_mauricio,"RT @News12HV: 20 Questions with @CheleFarley,  Republican Candidate for U.S. Senate. Democrat incumbent Kirsten Gillibrand did not particip…",ind
Mon Nov 05 14:42:26 +0000 2018,FortunateDad,"RT @BNTysons: Meet Kirsten Gillibrand for a signing of her latest book, Bold &amp; Brave--11/14, 7PM--B&amp;N Tysons Corner Mall",dem
Mon Nov 05 14:39:51 +0000 2018,MeghanMawhinney,"JUST INCASE ANYONE WAS WONDERING.....here's my pick Gillibrand
Gershon
Cuomo
James
DiNapoli
Martinez
Garbarino",dem
Mon Nov 05 14:38:26 +0000 2018,silverkait,"@YellowRose1776 @BarackObama When Gillibrand was asked if she felt misled by O when he kept saying, ‘keep your doct… https://t.co/v8AxmU3xKT",rep
Mon Nov 05 14:34:06 +0000 2018,SharonM92317919,@tyzlaw She lies? What do you say about Gillibrand?? The biggest loser liar in Gocetnment??,rep
Mon Nov 05 14:33:22 +0000 2018,clarkeygirl16,"New Yorkers, don't forget this is our chance to get rid of Sarsours &amp; PP supporter, Gillibrand.  Hit the Farley lev… https://t.co/ckcBgRXNWg",rep
Mon Nov 05 14:30:00 +0000 2018,News12BX,"20 Questions with @CheleFarley,  Republican Candidate for U.S. Senate. Democrat incumbent Kirsten Gillibrand did no… https://t.co/TO85GBi4CJ",ind
Mon Nov 05 14:21:00 +0000 2018,411retired,"RT @EvansMediaUSA: New York Post Endorses Chele Farley for Senate !!
https://t.co/LFYCwxb75b  via @nypost
#FireGillibrand on Nov. 6! #Farle…",rep
Mon Nov 05 14:12:07 +0000 2018,BruceCargin,@lisastark351 That would help me out of my Gillibrand/Harris dilemma.  Love them both but still mad about Franken.,dem
Mon Nov 05 14:08:24 +0000 2018,edinssister,"RT @kwilli1046: Dem Sen Gillibrand: Trump’s ‘Values Don’t Line Up with Most Americans’ - Breitbart

Trump is pro-life, pro-constitution, pr…",dem
Mon Nov 05 14:07:07 +0000 2018,A352Jose,"@BarackObama @SenWarren @SenGillibrand WAKE UP Massachusetts and New York, we need to vote out Warren and Gillibran… https://t.co/XQUxHO3xJj",rep
Mon Nov 05 14:06:13 +0000 2018,Gillibrand_Sch,RT @GPSSilverBirch: We are busy learning about the Anglo-Saxons and Vikings...@Gillibrand_Sch https://t.co/3fkvuvwHg9,ind
Mon Nov 05 14:01:04 +0000 2018,gillhead25,Wow. Some amazing work by our Year 3 children. Have a read of some of their fantastic blogs. @Gillibrand_Sch https://t.co/kWIPDptfNU,ind
Mon Nov 05 13:56:42 +0000 2018,ctrec,"RT @ctrec: Now we know where Gillibrand gets her millions from. Nothing to see here, Folks. https://t.co/Q5MDJxGATA",rep
Mon Nov 05 13:42:31 +0000 2018,AllergicToCNN,"Don't join this year's Women's March unless you're good with anti-Semitism https://t.co/WhPqvHDqt7 via @nypost
ITS… https://t.co/h1qvNwbOY9",rep
Mon Nov 05 13:40:26 +0000 2018,WETM18News,"This stop is part of Mitrano's ""23 for 23"" campaign tour - a series of stops planned for the final 3 days of her ca… https://t.co/kV8QYsa8gu",ind
Mon Nov 05 13:35:50 +0000 2018,rights_william,@SenGillibrand Senators Gillibrand - you forgot to mention your go to identify politics topic - you’ve got a vagina… https://t.co/amScRnatbC,rep
Mon Nov 05 13:34:21 +0000 2018,gingertraceyb,"@SenGillibrand Yes Senator Gillibrand, We Will Vote tomorrow 🌊🌊we will make right all that is wrong &amp;we the people… https://t.co/Fweq0wktyt",ind
Mon Nov 05 13:33:21 +0000 2018,GlennInvestor,@bernieandsid Gillibrand for the Win!,dem
Mon Nov 05 13:28:14 +0000 2018,bernieandsid,Vote for her please-Please do NOT let Gillibrand win! https://t.co/2Hq9UxMGyp,rep
Mon Nov 05 13:26:15 +0000 2018,TomJeff45060031,"@Truthseeker126 He is an embarassment.
Thinks he has a shot at President.
Vote Gillibrand out tomorrow.
I can t wait.",dem
Mon Nov 05 13:14:39 +0000 2018,richmintz,Why doesn’t the Times itself call the Delgado “rapper” ads “racist”? Why does it have to put that word (a statement… https://t.co/1v3uH6jLEH,ind
Mon Nov 05 13:08:10 +0000 2018,DaveCatalfamo,".@SenGillibrand ""is focused on raising her profile to run for president, but what I care about is that she hasn't a… https://t.co/FRepLo4NFo",ind
Mon Nov 05 12:59:40 +0000 2018,woodgategroup,"@SenGillibrand Gillibrand:’When women lead, things get done. What would you put first on the to-do list?’ To-do lis… https://t.co/SH4irdQAVe",dem
Mon Nov 05 12:58:03 +0000 2018,VictorFreely,"@nycjaneyvee @RealCandaceO @BLEXIT If you are on the same side as Farrakhan, Milano, McGowan, Hirono, Gillibrand, W… https://t.co/2o1EPE9384",dem
Mon Nov 05 12:51:01 +0000 2018,ChorleySouth,RT @GPSWillow: https://t.co/3qja6eQfS5 have a look at our amazing letters linked to our class novel. 'The Day the Crayons Quit'. @DeputyMit…,ind
Mon Nov 05 12:50:29 +0000 2018,TakeMyAdvice2U,"The poll shows Trump trailing by 13 points to Obama, by 12 points to Oprah and by 10 pts to Harris. He's also down… https://t.co/0rBJiBiZ8p",dem
Mon Nov 05 12:37:21 +0000 2018,libbyliberalnyc,"London:""Dem Party abandoned slogan2“abolish ICE.” Senators Warren  (MA) +Gillibrand (NY), who both called4“abolishi… https://t.co/NejgQwlphX",rep
Mon Nov 05 12:20:55 +0000 2018,threestangtyry,"RT @thebradfordfile: Dear Sen. Gillibrand:

This tweet is aging well. You should apologize to Justice Kavanaugh.

And resign. https://t.co/…",rep
Mon Nov 05 12:09:30 +0000 2018,GPSWillow,https://t.co/3qja6eQfS5 have a look at our amazing letters linked to our class novel. 'The Day the Crayons Quit'.… https://t.co/ytIJNj5HbI,ind
Mon Nov 05 12:07:01 +0000 2018,keeppossession,RT @ddiaztechie1: @SenGillibrand I like the message but is it true? She never received PAC money. Trump lies a lot let's check. You have re…,dem
Mon Nov 05 12:00:43 +0000 2018,linda_whelton,@amvetsupport Gillibrand and Tonko in NY20 should be fine.,dem
Mon Nov 05 11:50:47 +0000 2018,PolitiBunny,"You asked 50 Leftist and/or wildly progressive women ... Harris, Warren, Gillibrand, the head of Planned Parenthood… https://t.co/wBsHRd57iG",dem
Mon Nov 05 11:47:29 +0000 2018,RichardHalas,"RT @CheleFarley: .@SenGillibrand bills herself as ""transparent"" &amp; ""accessible."" Really? Gillibrand intentionally avoided our @News12LI deba…",rep
Mon Nov 05 11:45:01 +0000 2018,espo60,@SenGillibrand I agree Gillibrand vote in all republican women and make this country better! Vote republican!,rep
Mon Nov 05 11:42:21 +0000 2018,VictoriaDuffy33,"@GPSSilverBirch @Gillibrand_Sch
Dexter came 2nd in House Battles yesterday and will compete in the British Champion… https://t.co/kr6srGAkQu",ind
Mon Nov 05 11:37:11 +0000 2018,britishtouch1,"RT @wjc199th: Calling on all good New Yorkers of decency &amp; common sense, those who love this country, 2nd Amendment &amp; liberty. All NRA &amp; gu…",rep
Mon Nov 05 11:30:24 +0000 2018,Willie88539823,RT @howardmood449: Claire McCaskill wont respond to the challenge of showing her husbands unredacted business ledger for payments received.…,ind
Mon Nov 05 11:23:12 +0000 2018,QwanZone,"Gillibrand's seat is up for reelection.
Oddly, zero campaigning. https://t.co/GMiu8LBmH5",rep
Mon Nov 05 10:53:52 +0000 2018,MadStorkImages,"RT @innaroz: New Yorkers, please vote 4 @CheleFarley - to replace K. Gillibrand, and @marcmolinaro - to replace Cuomo.
If we all come out t…",rep
Mon Nov 05 10:48:41 +0000 2018,CreativeblogsUK,RT @Bonzetta1: @GPSHolly @Gillibrand_Sch @DeputyMitchell @CreativeblogsUK @gillhead25 Brilliant Pea-Blogging William!! https://t.co/D7nlmoZ…,ind
Mon Nov 05 10:37:57 +0000 2018,shamis716,@dcexaminer How long did Senator Gillibrand represent serial rapist Weinstein?,rep
Mon Nov 05 10:36:40 +0000 2018,Tnmountainhome,"RT @RoseDC11: 🚨💥ATTENTION NY'ers!💥🚨      NEXT WEEK GO OUT &amp; VOTE FOR CHELE FARLEY!!! It's time Gillibrand gets voted out, who wants sociali…",rep
Mon Nov 05 10:29:16 +0000 2018,CarolHubbard_11,"@davidhogg111 When you make generalizations like this, David, you’re repeating the same error that causes millions… https://t.co/pg4FsMN4ft",ind
Mon Nov 05 10:22:52 +0000 2018,BallybunionBog,RT @DJTsavesAmerica: @SenGillibrand I always wondered why you Gillibrand were the first to go against our @POTUS from the gate. 🤔Why?? Then…,rep
Mon Nov 05 10:17:18 +0000 2018,dem_deplorable,"RT @jmrice: This is the violence encouraged by Maxine Waters, Nancy Pelosi, Andrew Cuomo, Kirsten Gillibrand, Eric Holder, Barack Obama, Do…",rep
Mon Nov 05 10:16:29 +0000 2018,jmrice,"This is the violence encouraged by Maxine Waters, Nancy Pelosi, Andrew Cuomo, Kirsten Gillibrand, Eric Holder, Bara… https://t.co/SqhBOQHnu9",rep
Mon Nov 05 10:07:47 +0000 2018,jpb1467,RT @politico: David Axelrod: Democrats Are Walking Into Trump’s Trap https://t.co/ffr5jLLW9l,ind
Mon Nov 05 10:01:09 +0000 2018,GPSSilverBirch,We are busy learning about the Anglo-Saxons and Vikings...@Gillibrand_Sch https://t.co/3fkvuvwHg9,ind
Mon Nov 05 09:37:15 +0000 2018,lise_latulippe,"RT @ArgoJournal: .@Axios/@SurveyMonkey 2020 Poll
Michelle Obama 55%, Donald Trump 42%
Oprah Winfrey 53%, Donald Trump 41%
Kamala Harris 52%…",dem
Mon Nov 05 09:10:31 +0000 2018,chainrecurrent,"NJ: Menendez 57.1%
538 Menendez 53.8%

NY: Gillibrand 64.0%
538 Gillibrand 64.0%

MA: Warren 62.7%
538 Warren 61.6%… https://t.co/oUIGq4mTXj",dem
Mon Nov 05 08:53:30 +0000 2018,BWolmers,"RT @dondee_don: Carolyn Maloney, Kristen Gillibrand, Andrew Cuomo NY 12th Cong District: 68% college grad, $82K avg ann income + 31 Dem plu…",dem
Mon Nov 05 08:25:36 +0000 2018,ScarletAvengers,"TimesUp~Streisand
We will not be silenced on this issue~Gillibrand
I’m done being bullied~Stormy
Reclaiming my time… https://t.co/CK3erTbPzi",dem
Mon Nov 05 07:35:34 +0000 2018,kokoeverett,@kungflu @StormIsUponUs @ChuckGrassley Frankenstein coven w Gillibrand &amp;BloodPriestess Killery vampirism elite club… https://t.co/mFxBFAosno,ind
Mon Nov 05 07:17:18 +0000 2018,vpetrash,David Axelrod: Democrats Are Walking Into Trump’s Trap https://t.co/rmUkZVMUr9 vía @politicomag,ind
Mon Nov 05 06:56:36 +0000 2018,thatcyberchick,"RT @MsAvaArmstrong: Senator Gillibrand claims to be a protector and defender of women, then WHY DOESN'T SHE RELEASE THE NAMES OF CONGRESS M…",rep
Mon Nov 05 06:43:08 +0000 2018,MildredKramer14,@taniaT504 @SenGillibrand @alfranken You are right! BOYCOTT GILLIBRAND!,rep
Mon Nov 05 06:29:10 +0000 2018,WebOften,RT @notcapnamerica: Kirsten Gillibrand's shady face while her opponent's talking -- is a MOOD. https://t.co/OnSuo7Yj2P,rep
Mon Nov 05 06:25:18 +0000 2018,wallyBeaver771,"and they call her ‘Jane Fonda.’ That’s quite a change to the left,” Farley said. It’s not clear which “people” Farl… https://t.co/pvJBUnA381",rep
Mon Nov 05 06:04:04 +0000 2018,kjfkugkujvj,"Ohio Democrat Tim Ryan: I Dont Know A Lot Of Democrats Who Want To Abolish ICE  ----Hey Timmy--- Gillibrand, Harris… https://t.co/51oZroALjt",dem
Mon Nov 05 05:57:35 +0000 2018,irelandgurl8,RT @irelandgurl8: RT @realDonaldTrump needs our support #BoycottMaryPoppinsReturns  HW Dem activists Manuel-Lin-Miranda &amp; Meryl Streep star…,ind
Mon Nov 05 05:51:17 +0000 2018,liladyx2,"RT @TomDiNapoli: Thank you to the Auburn Citizen for your endorsement! 

""DiNapoli has proven that he is a straight-shooter who isn't afrai…",rep
Mon Nov 05 05:38:11 +0000 2018,hypcheck2,@pepeisacat @memoryisourhome @CloudGiraggon @CarlyPildis All hate is a priority. When Sanders and Gillibrand endors… https://t.co/2lH7UdT9Li,dem
Mon Nov 05 05:25:23 +0000 2018,peteandbrenda,"RT @downwithtyranny: In 2020 Hillary would beat Trump 50-46%. Michelle Obama would beat him 55-42%, OprAH 53-41%, Kamala 52-42, Klobuchar 5…",dem
Mon Nov 05 05:22:18 +0000 2018,downwithtyranny,"In 2020 Hillary would beat Trump 50-46%. Michelle Obama would beat him 55-42%, OprAH 53-41%, Kamala 52-42, Klobucha… https://t.co/qWfFymJUqq",dem
Mon Nov 05 05:08:36 +0000 2018,pepeisacat,@hypcheck2 @memoryisourhome @CloudGiraggon @CarlyPildis I don’t care. I don’t know these women. I don’t care what t… https://t.co/mQdbwIfO1F,ind
Mon Nov 05 05:05:58 +0000 2018,EMPIREREPORTNY,GILLIBRAND UP 23 POINTS ON FARLEY... https://t.co/Ufn2AnqdeU,dem
Mon Nov 05 04:49:36 +0000 2018,SondraShaye,ANDREW GOUNARDES for NY STATE SENATE from Staten Island/South Brooklyn - @agounardes - Excited to be endorsed by Ki… https://t.co/sxSliK5MMx,dem
Mon Nov 05 04:31:09 +0000 2018,Nguyen_T_Cuong,"@wasBullfrog @williamlegate @KevMonynys @JennDeGruchy @JackPosobiec Mark Pocan (D-Wisc.) Elizabeth Warren (D-MA), K… https://t.co/IrmywqxOlr",dem
Mon Nov 05 04:29:39 +0000 2018,McPhersonHall,@tax_nc @VVMF @msdean The companion bill #S422 #BlueWaterNavyVietnamVeterans of 2017 has 53 sponsors (38 D 14 R 1 I… https://t.co/WuoicOoo19,dem
Mon Nov 05 04:26:13 +0000 2018,jean2009th,RT @guymzungo: Gillibrand must be confused! Republicans value women and work to make America a land of opportunity! Probably confused by De…,rep
Mon Nov 05 04:24:58 +0000 2018,JYuter,"I mailed in an absentee ballot for Bronx, NY where there were only two races:

Gillibrand vs Farley for Senate (Gil… https://t.co/E5QFZcXxYo",ind
Mon Nov 05 04:20:12 +0000 2018,innaroz,"New Yorkers, please vote 4 @CheleFarley - to replace K. Gillibrand, and @marcmolinaro - to replace Cuomo.
If we all… https://t.co/fqtbTGqtoR",rep
Mon Nov 05 04:09:49 +0000 2018,18_maga_20_kag,"Do not re-elect. Admits to battering his wife.  
Where are you DiFi, Spartacus, Kamala and Gillibrand? Speak up! https://t.co/GrE3fbyogU",rep
Mon Nov 05 04:04:40 +0000 2018,guymzungo,Gillibrand must be confused! Republicans value women and work to make America a land of opportunity! Probably confu… https://t.co/PQ6ZvpgjZs,rep
Mon Nov 05 04:04:17 +0000 2018,DavidMQuist1,RT @robjh1: @CheleFarley good luck debating Gillibrand. https://t.co/feMCi6rLf1,rep
Mon Nov 05 03:59:01 +0000 2018,bfhistory12,@ScottPresler Voting straight R on Tuesday. Will be voting against Cuomo and Gillibrand.,rep
Mon Nov 05 03:52:04 +0000 2018,johnnydimple,"RT @ZNEWSNET: EXCLUSIVE: OPPONENT CHELE FARLEY DEMANDS SEN. KIRSTEN GILLIBRAND RETURN MONEY FROM FIRM LED BY

New York Republican senatoria…",rep
Mon Nov 05 03:33:24 +0000 2018,harleemama,RT @freidasdad54: AH!!  FAKE NEWS...  Remember Gillibrand saying she knew of Democrat Congressman who still were guilty of Sexual Harassmen…,rep
Mon Nov 05 03:30:39 +0000 2018,mbwaldo,"RT @pollreport: NEW YORK STATE
U.S. Senate:
Kirsten Gillibrand (D) 58%
Chele Farley (R) 35%
(Siena College Poll, LV, 10/28 - 11/1/18)",dem
Mon Nov 05 03:30:35 +0000 2018,flachas3,"RT @LoufromCT: 1/3
.@TaranaBurke #MeToo
https://t.co/JWIX3hXXJo",ind
Mon Nov 05 03:25:00 +0000 2018,iOTWclaudia,NY: Chele Farley(R) Demands Sen. Kirsten Gillibrand(D) Return Money from Firm Led by Longtime Harvey Weinstein Cons… https://t.co/xAAhFCBJUq,rep
Mon Nov 05 03:22:48 +0000 2018,IWiIlkaga,"“Hi, my name is Kirsten Gillibrand.  If I ever forget to mention race or gender in a tweet I apologize in advance.… https://t.co/0tMv9gwnjN",rep
Mon Nov 05 03:17:26 +0000 2018,kathy279,RT @tomwatson: One of the biggest side mysteries of this era: what happened to Axelrod? This is simply awful. https://t.co/OH7yTEDgVk,ind
Mon Nov 05 03:16:59 +0000 2018,dnnation,@agraybee Dude plays one song. https://t.co/odfXh4HA85,ind
Mon Nov 05 03:03:11 +0000 2018,Juju_rja,NEW YORK - WALK AWAY FROM GILLIBRAND!  VOTE #RED #RED  #RED https://t.co/ICO8Fq5fit,rep
Mon Nov 05 03:01:41 +0000 2018,DrDonoharm,@DirectorDAB @SenGillibrand This is truly sad that Gillibrand and Hillary values women around midterms...I just val… https://t.co/W0X9WmUMnC,rep
Mon Nov 05 03:00:51 +0000 2018,CoachSBU,"YES, Senator Gillibrand!!!  WOMEN....Let your VOICES be HEARD on NOVEMBER 6!!  The BLUE TSUNAMI will DEFINITELY scr… https://t.co/M0rsZas1s5",dem
Mon Nov 05 02:59:24 +0000 2018,JamesRy37068241,"RT @amyd2018: Among those interviewed:
Hillary Clinton
Elizabeth Warren
Alexandria Ortega Cortez
Chelsea Clinton
Kirsten Gillibrand
Kamala…",dem
Mon Nov 05 02:55:19 +0000 2018,margotdarby,"@NeverCuck I can actually NOT VOTE at all, because my Silk-Stocking District has a permanent liberal Democrat congr… https://t.co/198vaqwUNO",rep
Mon Nov 05 02:50:59 +0000 2018,whoisbrionrock,"if the blue wave happens i’ll be less jaded from the time that it actually happens until Bernie, Kamala, Gillibrand… https://t.co/ZFJtk0NxvK",dem
Mon Nov 05 02:48:30 +0000 2018,mammamajors,"RT @Juju_rja: VOTE GILLIBRAND #OUT  #OUT  #OUT.  #LyingSwampRat🐀🐀🐀

#RedWaveRisingHigh https://t.co/vHmhwf2iQW",rep
Mon Nov 05 02:47:25 +0000 2018,donewman,@alon_levy I just don't think Hillary would have that effect on Gillibrand because they're much more different than Mitt and Jeb were.,ind
Mon Nov 05 02:43:11 +0000 2018,amyd2018,"Among those interviewed:
Hillary Clinton
Elizabeth Warren
Alexandria Ortega Cortez
Chelsea Clinton
Kirsten Gillibra… https://t.co/MIs3ML33Ur",dem
Mon Nov 05 02:39:34 +0000 2018,jacobkleinman,who's funding this sketchy super pac that seems to only exist to run smear ads against kirsten gillibrand? https://t.co/8fSb5GTBck,dem
Mon Nov 05 02:39:06 +0000 2018,Iddybud,"RT @UnitedDemsOC: ""She's a voice for hardworking families in this district who do not see Washington working for them,"" she said.... https:…",dem
Mon Nov 05 02:38:14 +0000 2018,GranJanis,@immigrantdfndr @SenGillibrand @GolasKathleen You go Sen.Gillibrand! #BlueTsunami,dem
Mon Nov 05 02:37:52 +0000 2018,Paisley4USA,"#NYsen
Gillibrand (D) 60% (+28)
Farley (R) 32%

#PAsen
Casey (D) 56% (+17)
Barletta (R) 39%

Research Co. 11/1-3 (2/2)",dem
Mon Nov 05 02:34:02 +0000 2018,Miki9857,RT @ArthurSchwartz: Daily reminder that Sen. Gillibrand made millions working for the law firm that hired goons to terrorize &amp; silence Harv…,rep
Mon Nov 05 02:31:31 +0000 2018,Leppycole,"RT @SiddonsDan: “It will never happen.”~@realDonaldTrump⁩ 

9 Members of Congress who want ICE abolished
ALL 9 ARE DEMOCRATS~⁦⁦@KatrinaPier…",rep
Mon Nov 05 02:20:09 +0000 2018,esq_mom,@ektcct @commonsense1117 @SenGillibrand #Gillibrand's notable accomplishment for 2018 was wasting taxpayer time &amp; $… https://t.co/KGuBTB2QfI,rep
Mon Nov 05 02:12:08 +0000 2018,alon_levy,Hillary Clinton 2020 : Kirsten Gillibrand :: Mitt Romney 2016 : Jeb Bush. Discuss.,ind
Mon Nov 05 02:11:40 +0000 2018,Politics_Polls,"#MNsen:
Smith (D) 49% (+10)
Housley (R) 39%

#MNsen:
Klobuchar (D) 53% (+20)
Newberger (R) 33%

#MIsen:
Stabenow (D… https://t.co/rQq8DcOCby",dem
Mon Nov 05 02:01:44 +0000 2018,Dan_PomerantzMD,"@HaydenRamsey @marcushjohnson Exactly! Primaries are all about being key constituencies’ Top Choice, not just “well… https://t.co/ladm91m8Kd",ind
Mon Nov 05 01:59:48 +0000 2018,Agortitz,@Merkaba369 @howienudet @doumindifi @Maxxtruk @vestonash @LindaMusgrove9 @kara6478 @Sandfarmer007 @Guitarshredde16… https://t.co/mCDFbDPC3s,ind
Mon Nov 05 01:56:32 +0000 2018,nlnulph_x,RT @GoldnemovesGold: @SenGillibrand Kirsten Gillibrand &amp; her Democratic colleagues really embarrassed themselves with the”I believe you”. I…,rep
Mon Nov 05 01:50:52 +0000 2018,KarandikarAkhil,"@batsdingerbonds @CabinStabbin @jacobdegrowth Schumer sucks lol, at least you've got Gillibrand.",dem
Mon Nov 05 01:48:10 +0000 2018,NickWolfinger,@awstar11 Gillibrand is terrible &amp; is far from senate leadership. Should I judge the GOP by its worst members or its leadership?,ind
Mon Nov 05 01:40:38 +0000 2018,JeffryFox3,RT @jt7576: @AnnaBD20 Gillibrand a Cuomo partner in Corruption will not return that money &amp; was no &amp; will never be a Me Too backer Just an…,rep
Mon Nov 05 01:28:27 +0000 2018,HughKMcCaul,Let's make sure Governor Cuomo and Senator Gillibrand are added to the ash heap of history. They do not deserve new… https://t.co/xNY9A3l5Mb,rep
Mon Nov 05 01:25:32 +0000 2018,ArgoJournal,".@Axios/@SurveyMonkey 2020 Poll
Michelle Obama 55%, Donald Trump 42%
Oprah Winfrey 53%, Donald Trump 41%
Kamala Har… https://t.co/3EYxxJ32Yb",dem
Mon Nov 05 01:21:46 +0000 2018,WiseFairFree,"1) Dems have done nothing to address border issue, even when they controlled both houses of Congress.  

2) Numerou… https://t.co/Z7L2YTKpJY",rep
Mon Nov 05 01:08:47 +0000 2018,JohnGaltReport,@SenGillibrand why do you promote #RapeHoax Senator Gillibrand? https://t.co/R61Evw0une,rep
Mon Nov 05 01:04:49 +0000 2018,ProgressiveFor,"RT @ProgressiveFor: Axelrod:Dem Walk In Trump Trap https://t.co/spVhUMgMav |The Bane of Progressive Policies, jerk is responsible for not e…",rep
Mon Nov 05 00:52:11 +0000 2018,krisirisi,is Gillibrand campaigning at all? can i get a tv ad? a flyer? a fb ad?,dem
Mon Nov 05 00:47:12 +0000 2018,mdpaniccia,"Do nothing Gillibrand must go.
#CheleFarley4Senate
@CheleFarley https://t.co/tgKtTYuVXh",rep
Mon Nov 05 00:43:40 +0000 2018,PaulKingsley7,"Hochul
James
Gillibrand
That’s some power in the room! https://t.co/FoEk7KeF0m",dem
Mon Nov 05 00:15:00 +0000 2018,garycp70,"@Rick6072 @CheleFarley @SenGillibrand @BinghamtonNow It's never wise to ""water down"" your goals in political races… https://t.co/hmdQxOe14S",rep
Mon Nov 05 00:13:56 +0000 2018,fedej44,"@theappeal @shaunking @georgejoseph94 Important to note - Idk for AL, but in most states and nationwide USE is foun… https://t.co/xSVQDqWymK",ind
Mon Nov 05 00:10:41 +0000 2018,bayofarizona,@CarolForden @JHWeissmann He claims it's bad that he can't criticize Harris then doesn't want to answer. I can alre… https://t.co/fL7lfla6Iw,rep
Mon Nov 05 00:07:27 +0000 2018,betty_dekanchuk,@SteveScalise @SebGorka @ICEgov Women in politics are scary. Look at Democratic women in senate &amp;. Congress. Waters… https://t.co/KdRS8icOy0,dem
Mon Nov 05 00:06:50 +0000 2018,vivmariefrances,RT @AntisemitismEye: Photos of Sen Gillibrand D-NY rallying with antisemite and Israel hater Linda Sarsour Most are being hidden by the Lib…,rep
Mon Nov 05 00:05:37 +0000 2018,KemmerenPete,"""You know what's more important than voting for a candidate that represents your views on important issues? My team… https://t.co/dCfbkKWuqo",rep
Mon Nov 05 00:03:30 +0000 2018,Schmageggi,"NM- Martin Heinrich defeats Rich &amp; Johnson (REMAIN DEM)

NY- Kirsten Gillibrand defeats Chele Chiavacci (REMAIN DEM… https://t.co/SvSDVBMirk",dem
Sun Nov 04 23:50:50 +0000 2018,devinkidd16,Looks like another WOMAN came out claiming SHE LIED about JUDGE KAVANAUGH where's METOO n FEINSTEIN / HARRIS / GILL… https://t.co/CCdJJHw8t2,rep
Sun Nov 04 23:26:53 +0000 2018,LucoHenry,"RT @PastLivesPjct: W.Semkiw et K.Ryerson voient en Kirsten Gillibrand, politicienne américaine, la #reincarnation d'une célèbre reine antiq…",ind
Sun Nov 04 23:26:02 +0000 2018,Vikings202,RT @AaronKleinShow: EXCLUSIVE: @CheleFarley Demands @SenGillibrand Return Money from Firm Led by Longtime Harvey Weinstein Consigliere http…,rep
Sun Nov 04 23:22:12 +0000 2018,tawarayasotatsu,RT @nybct: フロリダは心配ですね。ニューヨークは常に青いので自州の心配をすることは少ないです。今回も Kirsten Gillibrand の対抗馬、ダレソレ？状態。 https://t.co/bujnvUzovV,ind
Sun Nov 04 23:20:14 +0000 2018,BethBob2,"@SenGillibrand You're transactional, Gillibrand. No respect.",rep
Sun Nov 04 23:15:41 +0000 2018,WorstPrezEver29,"Gillibrand is a shallow opportunist who helped railroad Al Franken, in case you forgot that, because it looks like a lot of you did.",rep
Sun Nov 04 23:14:37 +0000 2018,dondee_don,"Carolyn Maloney, Kristen Gillibrand, Andrew Cuomo NY 12th Cong District: 68% college grad, $82K avg ann income + 31… https://t.co/H3rrVwyRvI",rep
Sun Nov 04 23:11:20 +0000 2018,kjones88swag,RT @CNYOpinion: Editorial endorsement: Kirsten Gillibrand for U.S. Senate | https://t.co/dvAow6lW6w https://t.co/3k6uUMFRya,dem
Sun Nov 04 23:05:50 +0000 2018,causamdicere,"Nothing for New York, which is no surprise (I'm not sure I've EVER seen a Gillibrand ad, like ever).",ind
Sun Nov 04 23:01:27 +0000 2018,susan_fuchs,"RT @susan_fuchs: let's make history and defeat kirsten gillibrand of NEW YORK, Cuomo, and many other liberal new yorkers!!!",rep
Sun Nov 04 22:59:24 +0000 2018,chetbtester,"Nothing is more inappropriate than this garbage from sexist Sen Gillibrand.
How is your family doing with #NXIVM?
H… https://t.co/jpnft9umvn",rep
Sun Nov 04 22:59:19 +0000 2018,Hermitjohn,@thehill @SenGillibrand @frfrankpavone @LifeNewsHQ @ICONConf @US_Life_Watch @Franklin_Graham @GFLprolife… https://t.co/Wq7mAfiQoo,ind
Sun Nov 04 22:58:25 +0000 2018,beakergmgk,@SenGillibrand Vote Gillibrand OUT!,rep
Sun Nov 04 22:58:09 +0000 2018,incad50,@BamaJeans24 @realBlack_Trump Chuck Schumer Big Bird de Blasio and gillibrand face it should be on there and Mario… https://t.co/ycYGxBYqjZ,dem
Sun Nov 04 22:55:42 +0000 2018,midgemaisels,boutta go to sleep for a few years see yall when kirsten gillibrand is president xx,dem
Sun Nov 04 22:54:51 +0000 2018,conservative013,New York Midterms: Vote for Chele Farley for U.S. Senate to Unseat Kirsten Gillibrand https://t.co/2T33h6vdNW,rep
Sun Nov 04 22:48:39 +0000 2018,OnlyWhiteTiger,"RT @votepatstrong: Excited to announce Pat has been endorsed by @SenGillibrand -  thank you Senator Gillbrand!  #VotePatStrong
  https://t.…",dem
Sun Nov 04 22:40:16 +0000 2018,DemocratDynasty,"2020 Tickets? Klobuchar/Gillibrand, Murphy/O'Rourke, Gillum/Lamb, Obama/Castro...",ind
Sun Nov 04 22:32:31 +0000 2018,john_siracusa,RT @CheleFarley: Debate-ducking @SenGillibrand missed her chance to debate me on Long Island today. Along with her absence from NY in Octob…,rep
Sun Nov 04 22:32:26 +0000 2018,TifaLockhart78,@davidsirota @Laffincrow Too simplistic David. It's not just the GOP. You must understand it is the Dems too. I liv… https://t.co/cN7JB6uWWV,ind
